dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwr_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,Destination / Websites,AI_Prediction
443.0,17.0,29.593265,329.0,320.0,99123.0,81310.0,1395.0,84.0,301.2857142857143,417.4846779958133,1385.0,88.0,254.09375,348.0840558844049,6097.09675495421,21.93066564301033,0.0456686188271605,0.1307193846854807,0.952133,0.0,29.547106,0.0900826402439024,0.1943970535372281,1.00042,0.0,29.544949,0.092617394984326,0.2163495958993513,1.163912,0.0,0.0,0.0,0.0,0.0,6580.0,6400.0,11.117394447689366,10.813271195320963,84.0,1395.0,278.0169491525424,385.55549906080137,148653.04285602362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972644376899696,278.0169491525424,301.2857142857143,254.09375,2845.4761904761904,6.0,29626.592389057078,2081.65,5.6,88519.64067400203,329.0,99123.0,320.0,81310.0,0.0,0.0,329.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
49949.0,17.0,29.114777,347.0,297.0,154309.0,79009.0,1385.0,88.0,444.6945244956772,528.4164631783486,1395.0,84.0,266.023569023569,367.3806677004884,8013.731309018784,22.11935197030704,0.0452795909797822,0.1379831717318494,0.952186,0.0,29.114777,0.0841467543352601,0.2057426780421458,1.190798,0.0,29.066125,0.0981963682432432,0.2149781898986598,1.000482,4.2e-05,0.0,0.0,0.0,0.0,6940.0,5940.0,11.91834648089525,10.201005489411786,84.0,1395.0,362.2950310559006,469.7115639723456,220628.9533293469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8559077809798271,362.2950310559006,444.6945244956772,266.023569023569,4811.55,7.7,234546.71752562243,1824.571428571429,5.523809523809524,23270.615958312585,347.0,154309.0,297.0,79009.0,0.0,0.0,347.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
443.0,17.0,29.859724,440.0,436.0,87980.0,160686.0,1395.0,84.0,199.95454545454547,260.2397805648278,1385.0,88.0,368.545871559633,478.7726282351322,8327.806378920313,29.337176726750723,0.0341253988571428,0.1198631219566518,0.938212,0.0,29.859724,0.0680175945330296,0.1786098884050981,0.99974,0.0,29.462191,0.0677291747126436,0.1900968755928234,1.14793,0.0,0.0,0.0,0.0,0.0,8800.0,8720.0,14.735568218915889,14.601608507834834,84.0,1395.0,283.865296803653,393.9681194149126,155210.87911532284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990909090909091,283.865296803653,199.95454545454547,368.545871559633,1245.40625,5.15625,17965.09759249751,1225.892857142857,5.428571428571429,27923.803201658266,440.0,87980.0,436.0,160686.0,0.0,0.0,440.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
49949.0,17.0,29.56339,163.0,163.0,24255.0,31428.0,1080.0,88.0,148.80368098159508,138.36800132303478,1395.0,84.0,192.80981595092024,275.5212917996274,1883.5120058964824,11.027152163537403,0.0909642769230769,0.1984115478390468,0.952555,0.0,29.362038,0.1812471481481481,0.3076002993774776,1.323865,0.0,29.56319,0.1824888271604938,0.2831208250169942,1.000891,0.000109,0.0,0.0,0.0,0.0,3260.0,3260.0,5.513576081768702,5.513576081768702,84.0,1395.0,170.80674846625766,219.11863907771064,48012.97799126802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.80674846625766,148.80368098159508,192.80981595092024,651.0,4.666666666666667,2563.661638669416,1077.5,4.0,22480.388338711473,163.0,24255.0,163.0,31428.0,0.0,0.0,163.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
49949.0,17.0,29.820469,191.0,193.0,32945.0,40991.0,1385.0,88.0,172.4869109947644,195.44420766641645,1395.0,84.0,212.38860103626945,298.0388215395354,2479.370797286924,12.877061054941828,0.0778602323759791,0.1707527180390675,0.951851,0.0,29.820469,0.1569498368421052,0.2679556081826746,1.341013,0.0,29.770994,0.1550572604166666,0.2487581036317897,1.000503,6.9e-05,0.0,0.0,0.0,0.0,3820.0,3860.0,6.404996514307002,6.472064540634824,84.0,1395.0,192.54166666666663,253.066512447266,64042.65972222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104712041884816,192.54166666666663,172.4869109947644,212.38860103626945,830.2857142857143,4.285714285714286,18329.99028624052,1478.5,4.333333333333333,22778.861955628596,191.0,32945.0,193.0,40991.0,0.0,0.0,191.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
443.0,17.0,29.518312,234.0,208.0,44140.0,40737.0,1395.0,84.0,188.63247863247864,229.7890187393049,1081.0,88.0,195.85096153846155,212.22154130820292,2875.4015473513523,14.973755951898603,0.0669349478458049,0.1684650794733264,0.952141,0.0,29.470266,0.1264818283261802,0.2386647169567186,1.00064,0.0,29.082331,0.1404943526570048,0.267030626192719,1.32248,4.3e-05,0.0,0.0,0.0,0.0,4680.0,4160.0,7.927282562769849,7.046473389128755,84.0,1395.0,192.02941176470588,221.72472139146905,49161.852076124575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,192.02941176470588,188.63247863247864,195.85096153846155,951.5714285714286,4.428571428571429,11707.624016711618,480.5,4.0,29925.57531217887,234.0,44140.0,208.0,40737.0,0.0,0.0,234.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
443.0,17.0,29.304348,181.0,179.0,39579.0,31968.0,1395.0,84.0,218.6685082872928,287.4018699741281,1385.0,88.0,178.59217877094972,191.9579101481294,2441.51482230555,12.284866395935513,0.0816277103064066,0.1845565579245502,0.952179,0.0,29.304348,0.1628019333333333,0.2601124926442532,1.000599,0.0,29.25612,0.1643602247191011,0.280639718051705,1.124677,0.0,0.0,0.0,0.0,0.0,3620.0,3580.0,6.176557826845354,6.108308569090156,84.0,1395.0,198.74166666666667,245.46372766097687,60252.44159722222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988950276243094,198.74166666666667,218.6685082872928,178.59217877094972,1239.875,4.625,7472.513895606291,612.125,5.0,57763.989808436345,181.0,39579.0,179.0,31968.0,0.0,0.0,181.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
49949.0,17.0,29.689601,142.0,140.0,25578.0,29107.0,1136.0,88.0,180.1267605633803,193.5021876047295,1395.0,84.0,207.90714285714284,287.1081154355961,1841.890701057249,9.498275170488146,0.1056569430604982,0.2196301914941125,0.953174,0.0,29.689601,0.2105645460992907,0.3253937423679495,1.304989,0.0,29.640988,0.2132445179856115,0.3172360483387306,1.001209,5.3e-05,0.0,0.0,0.0,0.0,2840.0,2800.0,4.782819412089776,4.71545575839837,84.0,1395.0,193.9184397163121,244.88870770928364,59970.47916352296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859154929577464,193.9184397163121,180.1267605633803,207.90714285714284,404.75,4.25,41426.78027686088,1112.4,4.2,8256.929764138618,142.0,25578.0,140.0,29107.0,0.0,0.0,142.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
443.0,17.0,29.661727,270.0,304.0,75537.0,81896.0,1395.0,84.0,279.76666666666665,341.5463761146311,1385.0,88.0,269.39473684210526,349.5822442553611,5307.614084641801,19.35153674632633,0.0517656666666666,0.1522103981307772,0.952672,0.0,29.276073,0.1088329851301115,0.2335312449784597,1.000583,0.0,29.410104,0.0970630495049504,0.2411772445849147,1.285866,0.0,0.0,0.0,0.0,0.0,5400.0,6080.0,9.102639236076849,10.248897510249488,84.0,1395.0,274.27351916376307,345.8643116185574,119622.12205137858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125925925925926,274.27351916376307,279.76666666666665,269.39473684210526,2604.9473684210525,7.894736842105263,17623.639477037887,2836.777777777778,9.444444444444445,79905.98191622877,270.0,75537.0,304.0,81896.0,0.0,0.0,270.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
443.0,17.0,29.047714,185.0,183.0,37402.0,35381.0,1395.0,84.0,202.17297297297296,251.97501447204732,1271.0,88.0,193.33879781420765,205.56906215284863,2505.636071740448,12.66881104654225,0.0791490844686648,0.1799301084864372,0.952985,0.0,28.999506,0.1576060108695652,0.2646122031105961,1.000746,0.0,29.000123,0.1593413351648351,0.2671052715824099,1.001039,0.0,0.0,0.0,0.0,0.0,3700.0,3660.0,6.368831640245426,6.299979406296826,84.0,1395.0,197.7798913043478,230.1135186021596,52952.23144346646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891891891891892,197.7798913043478,202.17297297297296,193.33879781420765,932.5714285714286,4.428571428571429,7587.420085393344,821.2727272727273,4.545454545454546,17742.32193849695,185.0,37402.0,183.0,35381.0,0.0,0.0,185.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VPN-chat
